AphiaID_accepted,ScientificName_accepted,obis_records,inf_epi,plank_larv,biotic_SpeciesName,biotic_AphiaID,Phylum,Class,Order,Family,in_pres_abs_data,n_habs,rock,mud,sand,Other_species,coarse,Algae,Seagrass,Pelagic,Maerl,Strandline
106210,Semibalanus balanoides,5359,Epifaunal,Yes,Semibalanus balanoides,106210,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,TRUE,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA
131051,Serpula vermicularis,695,Epifaunal,Yes,Serpula vermicularis,131051,Annelida,Polychaeta,Sabellida,Serpulidae,TRUE,3,1,NA,NA,1,1,NA,NA,NA,NA,NA
117913,Sertularia cupressina,2006,Epifaunal,Yes,Sertularia cupressina,117913,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,TRUE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
131183,Spio filicornis,12941,Infaunal,Yes,Spio filicornis,131183,Annelida,Polychaeta,Spionida,Spionidae,TRUE,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
131187,Spiophanes bombyx,41381,Infaunal,Yes,Spiophanes bombyx,131187,Annelida,Polychaeta,Spionida,Spionidae,TRUE,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
140301,Spisula solida,3578,Infaunal,Yes,Spisula solida,140301,Mollusca,Bivalvia,Venerida,Mactridae,TRUE,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA
103220,Talitrus saltator,164,Both,Unknown,Talitrus saltator,103220,Arthropoda,Malacostraca,Amphipoda,Talitridae,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
146907,Fabulina fabula,21508,Infaunal,Yes,Tellina fabula,141587,Mollusca,Bivalvia,Cardiida,Tellinidae,TRUE,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
141639,Tenellia adspersa,170,Epifaunal,Yes,Tenellia adspersa,141639,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,TRUE,4,1,NA,NA,NA,1,1,1,NA,NA,NA
141662,Thyasira flexuosa,16100,Infaunal,No,Thyasira flexuosa,141662,Mollusca,Bivalvia,Lucinida,Thyasiridae,TRUE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
141663,Thyasira gouldi,507,Infaunal,No,Thyasira gouldi,141663,Mollusca,Bivalvia,Lucinida,Thyasiridae,FALSE,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
124670,Thyone fusus,1016,NA,Unknown,Thyone fusus,124670,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,TRUE,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
117994,Tubularia indivisa,1112,Epifaunal,Yes,Tubularia indivisa,117994,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,TRUE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
146830,Oshurkovia littoralis,100,Epifaunal,Yes,Umbonula littoralis,111586,Bryozoa,Gymnolaemata,Cheilostomatida,Umbonulidae,TRUE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
100834,Urticina felina,2405,Epifaunal,Yes,Urticina felina,100834,Cnidaria,Anthozoa,Actiniaria,Actiniidae,TRUE,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA
181364,Venerupis corrugata,3125,Infaunal,Yes,Venerupis senegalensis,146955,Mollusca,Bivalvia,Venerida,Veneridae,TRUE,3,NA,1,1,NA,1,NA,NA,NA,NA,NA
111673,Victorella pavida,38,Epifaunal,Yes,Victorella pavida,111673,Bryozoa,Gymnolaemata,Ctenostomatida,Victorellidae,FALSE,3,1,NA,NA,1,1,NA,NA,NA,NA,NA
128539,Virgularia mirabilis,1435,Both,Yes,Virgularia mirabilis,128539,Cnidaria,Anthozoa,Pennatulacea,Virgulariidae,TRUE,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
